sentence1,label
switches should be set to use static IP addresses,0
a repeater should be set to a static IP,0
a monochrome painting should not be sold at any price,0
a monochrome painting should not be sold at a public auction,0
an 18th century painting can not be sold at a public auction,0
an 18th century painting can not be sold at public auction,0
a watercolor painting can not be sold at a public auction,0
a repeater should be set to a static IP address,0
a wireless router should be set to a static IP address,0
a wireless router should be set to disable DHCP,0
a cisco switch should be set to a static IP,0
a cisco switch should be set to a static IP address,0
a watercolor painting can not be sold at public auction,0
a painting from a famous artist is sold at a gallery,1
a painting from a famous artist is sold at an art show,1
a painting of a dog is sold at a dog show,0
a painting of a dog is sold at a pet show,0
routers should be set to use the default gateway,0
routers should be set to use static,0
a wireless router should be set to dhcp by default,0
a wireless router should be set to use dnsmasq,0
a cisco router should be set to dhcp by default,0
a painting from a famous artist can be sold at an estate sale,1
a painting from a famous artist can be sold at a high price,1
an oil painting can be sold at an art gallery,1
an oil painting can be sold at an art show,1
a watercolor painting can be sold at a gallery,1
a watercolor painting can be sold at an art gallery,1
a watercolor painting is sold at a gallery,0
a watercolor painting is sold at an art show,0
an oil painting is sold at an exhibition,0
an oil painting is sold at a gallery,0
a cisco router should be set to DHCP by default,0
a 4 port router should be set to be dhcpd,0
a 4 port router should be set to dhcp mode,0
an access point should be set to use dns,0
an access point should be set to listen on eth0,0
a painting of a dog can be sold at a dog show,0
a painting of a dog can be sold at a yard sale,1
an 18th century painting can be sold at an estate sale,1
an 18th century painting can be sold at a public sale,1
a portrait of a child is sold at an art show,1
a cisco 7200 series router should be set to dhcp by default,0
a cisco 7200 series router should be set to be dhcpd,0
a d-link router should be set to dhcp by default,0
a d-link router should be set to be dhcpd,0
a switch should be set to use dns,0
a portrait of a child is sold at an exhibition,0
a painting can be sold at a private sale,1
a painting can be sold at private sale,1
a painting is sold at a gallery,1
a painting is sold at a private sale,1
a switch should be set to dhcp mode,0
a cisco switch should be set to dhcp by default,0
a cisco switch should be set to dhcp mode,0
a router made by cisco should be set to dhcp by default,0
"a router made by cisco should be set to dhcp, and one made by a different vendor",0
a painting of a dog is sold at an auction,0
a painting of a dog is sold at an art auction,0
a painting from a famous artist is sold at a public auction,0
a painting from a famous artist is sold at an auction,0
a painting from a famous artist can be sold at a public auction,1
cisco routers should be set to dhcp by default,0
cisco routers should be set to use dnsmasq,0
a 4 port router should be set to DHCP by default,0
a 4 port router should be set to dhcp mode by default,0
constipation should not be treated with laxative or enema,0
a painting from a famous artist can be sold at an art auction,1
a painting of a dog can be sold at a public auction,1
a painting of a dog can be sold at an art auction,1
an oil painting can be sold at an art auction,1
an oil painting can be sold at a public auction,1
constipation should not be treated with laxatives,0
chronic constipation should not be treated with any medication,0
chronic constipation should not be treated with antibiotics or laxatives,0
severe constipation should not be treated with any medication,0
severe constipation should not be treated with these methods,0
a painting of a sailboat is sold at an auction,0
a painting of a sailboat is sold at an art auction,0
an oil painting is sold at a public auction,0
an oil painting is sold at an auction,0
a painting of a mountain is sold at a public auction,0
diarrhea should not be treated with laxative or enema,1
diarrhea should not be treated with any medication,0
constipation with diarrhea should not be treated with laxative or enema,0
constipation with diarrhea should not be treated with laxatives,0
constipation from a sedentary lifestyle should not be treated with sedatives,0
constipation from a sedentary lifestyle should not be treated with any medication,0
constipation brought on by stress should not be treated with laxative or enema,0
constipation brought on by stress should not be treated with laxatives,0
constipation brought on by medication should not be treated with laxative or enema,0
constipation brought on by medication should not be treated with laxatives,0
a painting of a mountain is sold at an auction,0
a painting of a tiger is sold at an auction,0
a painting of a tiger is sold at an art auction,0
a painting of a sailboat can be sold at a public auction,1
a painting of a sailboat can be sold at an art auction,1
constipation brought on by laxatives should not be treated with stool softeners,0
constipation brought on by laxatives should not be treated with enema,0
